Comments,Labels
"Veen Ashh
Et si linde pas ti maintenir n bon relation r Maurice pas ti pou gagne Agalega !",0
Iqbal Iqbal ki place ek lor ki documents ine certified seki to p profaner,0
"Veen Ashh
To pne trouvé p fer n baz militaire labas .....ki toi ki pou servi sa .....to pou laguere r poukni labas.....ouvert lizié do !",0
Iqbal Iqbal ena kit preuve?,0
Aret fane fauseter unless you have concrete proofd,0
"Veen Ashh
Quand to truv n dimun divan toi , to pas sure sipa n humain sa ......to bizin gueté si li ena n l'act de naissance pou to kroire .",0
"Rien à voir ek prix sa bro, la p koz la mort ek la mort, soit covid soit vaccin ek bnnla mm p dir pa pou pren responsabilité.... Réfléchis avant koz kk",0
Lerla kan kado mem costic soda tou bizin piker emm???al fer twa kuyon,0
Ki gras ta.ggt pa bon..,0
Veen Ashh,0
"Ki Faire Gouvernment Pas Change Form La
Si Zotte Vraiment Care Pour Le Pep",0
Feroz Suff bon kesion. I believe it's under review,0
Veen Ashh,0
Veen Ashh,0
"Sa Tru Fess Chatwa kine poster sa la
...li bizin re alle encore dans Chatwa Academy...Tru Fess...linde in done cado sa kk liki...ki gratuit to p cozer graine",0
Eh oyla si bisin fr vaccin mem li payan dimoun pou fr me securite acan tou mo pa malade mo pa obize dr li arwt critic ou prosin ou pna drout juge saken pran so decision li libre zis bondie ki ena droit juge peu import ou croyance molibre mo asse ena lesprir po decide,0
Veen Ashh,0
ENE TA PALABE AR VACCIN .MAIS LA QUESTION SE POSE K PREUVE SURE KI NOU ENA KI VRAIMENT NU ENA COVID DAN PAYS.A LETANGER DIMUNE P MORT .ESKI NU PA P GAGNE MALADE SAISONNIÈRE PAREIL CUMA LA GRIPPE HABITIER GAGNER.ENA MAURICIEN A L'EUROPE P DIR KI NU PA COVID SAFE MAIS COVID FAKE.RESPECTER MO L'OPINION SVP,0
Ou deja tan cado anpoisoner,0
Gregory Lou,0
Nek kontan coz kk fr li toem,0
Très bien dit,0
P mzine zrdi pas demain vaccin la ena so lavantage et so desavntage et ena lamort ladan enplace zt p fr palable dr sipa ki cki envi met met cki pa envi pa meter pa vne koz kk vne force zt prochain,0
https://www.facebook.com/watch/?v=2026187987688320,0
Li pas p faire polémique lor vaccin la li le problème c sa contract zot p faire population sig la qui ena problème mon anvi bane journaliste al vérifier si tout membre parlementaire in sig sa contract la posté li population guette,0
Pane zafer koumsa pa necesser comment sa....lece li coz toussel,0
Fardeen Nasheer,0
Fardeen Nasheer,0
Fardeen Nasheer,0
Salut Shirin. Lontan pa tane toi koz KK,0
NA Zim,0
Jamais li pan dire pa met vaccin lin coze zis lor consent form la lin explick sa bien en creole lasi to pa comprend ena kk dns t la tete ek de huille dns t zoreil mauV chatwa,0
NA Zim bour sa ar li zom,0
Barlen Carpenen,0
"Ki radio to ecouté toi, pourvi pet dan pete",0
Spotted,0
Ta shirin ki t ena pu dire lor dpm obeegadoo li vin dire ki in fini vaccins plis ki 10% population in fr 74000 vaccins ki kalitè calcul sa 😂😂😂😂,0
NA Zim enn ale enn vini fer 10%,0
NA Zim,0
Ayo to ti pe cashiete kifaire to fin montre to figuere sal la. Mo don toi an Oscar dan écrire comment caca.,0
Tou sa langage ena la kifer to koz zis kk. Ban chatwi ress cumsa mem non #chatwi,0
Manzer fesse border,0
Papo Koheratee,0
"SA TRU FESS kin met sa post la...ene chatwa sa...en roder boute...li penser kan li pou met sa post la, pinokio pou apel li pou donne li un peut million...r pinokio, faire touye twa, prend twa zette twa dans caro zanana touni ek so gros zanana dans CHATWA so tru fess",0
Ta salo Linde MEME p dedommage so lepep,0
Jean Kaka seryé sa ????,0
Mass Muvman yes compagnie ki FABRICE ET GOVT si ENA side effect!!!,0
Jean Kaka to ena kit link ou source Ki lor dedomazman mrsi ✊🏿?,0
"Mass Muvman pas AstraZeneca MAIS covaxin et covashield li presque KOUMA AstraZeneca ET SAMEM Linde p donne nou kado - !tappe ""biontech consent form india""",0
"Jean Kaka thx bro✊🏿.
Donk l’Inde 🇮🇳 donn nou AstraZeneca kado et nou konsent pena konpensasyon an k nou mort.
L’Inde servi COVAXIN ek ena konpensasyon.
What the fuck with all that bullshit??",0
Mass Muvman normalement CONTRACT C entre GOVT ek fabriquant ici PINOK INE mette SA LOR NOU la TETE !!!,0
Jean Kaka objective c dehumanisayon.,0
Mass Muvman chek UK Medical Freedom consent form prepare PAR MONTGOMERY,0
"Jean Kaka I will surely bro, thx.",0
Salope de pravind 😂,0
Barlen Carpenen,0
Reza Koodoruth,0
Reza Koodoruth,0
Reza Koodoruth,0
Reza Koodoruth,0
Zamais Badhain pane dire pa faire vaccin. To ene malad mental.,0
Milca Rutnoo To Ena raison bane la pas pe comprend nous daccord mais ki faire bizin signer .ki pou arrive avec l'assurance vie est loan To croire ban e la pe pense ou Après ki zot pour plore trop tard,0
Sindy Maria Natchedy exactement. Nou d'accord avek vaccin mais pas avek sa bane clause lor consent form.,0
To koné boussou,0
LAISSE GOUVERNMENT FAIR SO TRAVAIL TRANKIL MONS BA... SVP..,0
Milca Rutnoo,0
Hahaha eta memoire moino 😆🤣,0
Line met les faits devant ou.. A vous d'en décidé ! Li pane met couteau enbas ou lagorz !,0
Vallee Jency exactement .... c 1 chatwa govt menteur ca,0
Vallee Jency,0
MarcPris Betty,0
Fer govt la vaccin li obligatoire donner mem si p donne vaccin ki nerport ki govt ki la obligé dne sa akoz covid so débat c le droit de citoyen p bafouée,0
"Et toi folle, si ban dimun mort a cause sa vaccin la ou negligence doctor, so famille meme pas gagne droit poursuivre docter la ou letat eski to truv sa normal, a moin ena dimun ki p fight pu morisien",0
Misier p explique c kine mete lor papier la li bon ou coner avant ou al met ou vacsin,0
"ETA SHIRINNE SANTOBACCUS....TO PAS KOPRAN KREOLE.....KAN ROSHI INN DIRE PAS FER VACCIN ?????BOURIK...ROSHI IN DIRE KI SA FORME KI PE FER SINGNE LA ENA ANGUILLE SOUS ROCHE.....
KIFER PE FER SINGNE CONSENT FORM ?????
ENN VACCIN C ENN VACCIN....
BANN CHATWA ZISKA ARE SEKIRITE LEPEP ZOTT PE BADINER.......",0
Shirin toi oci to pan compose l'examen pa demoune ki dir dimoune ki dir,0
"Ki preuve to ena qui vacçin la genuine,vue plusieure pays fine bann,1 an nous fine vivre covidfree dans maurice,mais par l'inconpetance de certain cocoivid,nous fine insole de nouveau.",0
Roshi badhain cki li p dire la li vrai sa mo dacor r li.,0
Bravo roshi,0
Bravo a roshi badin 👍👍👍👍,0
B kk fess t PA malad t pan Gagne virus b kf bizin fer sa ggt vaccin LA deor ine band sa,0
Ravin Raghoonundun,0
Mons ROSHI P MONTRE LA VÉRITÉ KI FR ENE TA CHOLO P CONTINUE CROIRE DAN MENSONGE SA GOVT LA .CUMSA CPV ENA GOPIIIIIAAAAAAAA DANS SA PAYS LA .SA BANNE ESPECE KI VOTE MSM LA LOT COU GANTA MEME SA.,0
ou tro couyon pou comprend ki badhain p dire. et kuma ou ena boku ki ena kk dan zot latet et manz kk la ek so full consience,0
Messieur ou pas pe comprend ki ou pe dir do. Pa Badein ki pe faire polemic. Ou government ki oune voter pe faire ou signe conscent form ek pique ou avek zotte vaccine ek pe metre ou responsible. Comprend. Comprend. Comprend,0
Virus la dja dn vaccin la et ine dr mm ou met vaciin ou bsn prn precaution ki ou p koze ou,0
Nu dir merci a nu PM ki finn pren n decision bien courageuse dan linteret la population. La santé lepep avan tout. Vive Pravind!,0
Pilon la ouais ...ene zurner li roule lagrain asoir ki li prend décision to trou duc la,0
To ene aveugle ou pagla braino 🌶,0
Rj Kn deviner du con,0
kan lin fini fan kk apre trois jour li pran dessition bizin bour toi ek pinokio ek so gvmt coudpie dan liki allez,0
Wi to ena raison coltar ou braino 🌶,0
Tahii kot saper saneka la banne pelerins pou rende li so reponse apres,0
Get ki ler li anonce sa dimer 6hrs partou former malerer ki pou borer li dan so la kaz plain tank kouma dire p dire nou al mort pli bien,0
Alle faire la marche ou braino 🌶,0
To lever apres midi 🌶🐒,0
Boussou liki....li met lockdown pou r casse liki largent lepep tru fess,0
Rever tru fesse 🌶,0
Galen Mooneegen,0
Dr grnd merci rama to pm ki cacher depuis ki cas local kuma dr li ki pu combat sa,0
Bravo pm,0
Hey pa fini la beaucoup p Mari content pou reste dan lakaz pou gagne 5100 n ggt ZOT pou gagne' bann pilon,0
kk,0
Cacacerf,0
To deja manz la grain to kuma la grain si tou figure ti pass par quarantaine pa ti pou ariv sa situation la la,0
Tor ma ki pe dire ?,0
Rj Kn bouss to liki ta pilon torma kakaliki,0
Rj Kn ey lagetorma in koz torma move pilon torma p envi done liki,0
David Antoinette,0
David ti pou mange li 😂,0
Ou kone boussou,0
Tah moV kkliki viv PM dan t trou fess ggte ..... 23hr m srtii Trvail gte killer li met lock down..... Aster tout dmune p bouré p ale tire kas labank eyy ena bku dmune kii pna nennié pou servi dem ggte t trve sa n bon décision apre 3jr tou sa tem la li balance ggte.... Kii pa pou ena confinement.... Li pa kneuii lii kuma sa droulé.... Sii ena pou kze mem la..... KK fané t kroir li fasil sa....,0
To gagne tout pouna zotte 🌶,0
Ena kklk p dir to ggn tout pouna ena ene banne soucer ggt qui p casse liki l'argent apres zot amène rol saint,0
Marie Noel Rungen hummm.... ENA bku kii pa réalisé sa...,0
"BEZ SA
ENE LHEURE POU ANNONCER SA
TI KAPAV ACHETER UN P BEGUETTE POU DEMAIN",0
Sunil Goorapah ti bizin donne dimoune encore ene jour ou deux donne zotte le temps acheter zotte besoin après mettre confinement idiot,0
"Maisie Kistnen 1 journey PA koner Ki li fer
Zis Dan LHEURE dormi p anoncer",0
"Maisie Kistnen
Exactement",0
Sunil Goorapah Piago meme,0
Maisie Kistnen,0
Ta bouss impe to ggt do ta to manz amba tete twa decizion kurazeuz mo ggt li per tention perdi vot dimann li sipa soudhun pass par 40ten li fer kuma dir li rant dan la port bazar,0
To conne soucer 🚩,0
Rioux Elena bravo,0
Rioux Elena,0
Rioux Elena ene chatwa sa,0
Bousse to F do gopia! Bisi fine bisin ena bane trop grand fesse ine rentre dans pays sans passe par quarantaine.,0
Merci tne fr sa jet la rentre sans passe par qurantaine,0
Tou ban grand dinou qui ena kass zot in fini acheter belle belle kandi comision nous ban ti dinou nous travail grand matin pou manger tôt couma nous pou faire lock down la couma pou mangé mangé Roche noir,0
To ena du bois ?,0
Mari torma pou ouvert la boutique dimé pou banne fami ki travail gramatin pou manz tanto ??? Sousser lagrain,0
Alle cokin 🌶,0
Boss to kner tn met sa pu gagn zis maltreT tw 😄😄🙏,0
Bonne décision la santé d'abord les mauriciens aurai du avoir garder leurs masques respecter c tout roder gagner,0
Durocher Marie Noelle Gina morisien ki pa bon la? 😚,0
La santé le peuple avant tout to p koze li laise délégation sorti l'Inde vine Maurice San passe dans quarantaine to p rod maltraite avec population,0
"Khoart Blanc
Exactement zot p faire nous paye pou zot erreur",0
"Après la mort, la tisane. Juste chatwa ki pou trouve sa bon😡😡",0
To konn boussou...???,0
MANZÉ PENA KI Pou faire ZOT pas sérieux banne ggt partout fermé,0
Chatwa,0
Eta ale bate kk fair mastique do boufon,0
Kes Kyete,0
BOUSS IMPÉ OU LIKI OU EK OU PILON PINOKIO TOU SI CA BAN PILON CABRI DAN LINDE LA TI PASSE PAR 40TAINE ZORDI PA TI POU ENA TOU CA LA BAN KAKALIKI LORLA MET LICKDOWN 9:00 HRS A SOIR KAN PARTOU FERMER DIR PILON PINOKIO LA VINE KIT IMPÉ KITSOZ COT MW FALOUZOTMAMA GOVN LA 😤😠😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,0
"Sahih AL Huzaifa Beedasee
Exactement zot ti les bann ggt la rentré kouma grand mari amen zot kk içi 😠",0
"COVID FREE coté. Pan fouti protez dimoun. Letan ariv 15 cas ki met lockdown... less dimoun al marser, san mask, fer vaccin 1 lor lot sans social distancing. Merci pinok. Anou atann",0
bouss t liki.....dimoune pna manze ki pou manze la t fess....aret kz kk do pd,0
Ene mové kkliki pilon souceur,0
To pu get la ggt 5100rs pa pu ena la,0
Ki fer met post apre gagne maltreter ta komiko,0
Ferm to liki,0
Tant ki pu ena ban bourik nu pu done fess mm.. 😡😡😡,0
"En même temps kan to trouve li, dire li ran sa trésor ki ti dan Rodrigues là....C la Chimère qui p agir...",0
"Bouss imP ou liki, pran PKJ la, fer li dormi ar amrot...",0
Fé bour aou,0
Oui hier ene figure ti vine dire pena de quoi pou ale fer provision pou confinement .zordi li vine annonce sa apres 21h et demain partout pou fermé li p vraiment pran dimoune pou so con aster ceki travail grand matin manze tanto ki mo pou dire zot bon courage,0
Joelle Jacdeo Jackdeo bizin poursuivre zot,0
Gopia tone gagne bezé,0
Pas coser cuma li prend 1 bon decision la tete p fatiguer ici nu 1 bne Vieux dimoune ki tousel enan bne reci al prend provision parseki hier ti p dire bisin pa paniker,0
Lucas Hunt Toi to Ena cash Pu avoir to frigo rempli. Mais pense banne dimoune ki pa Ena moyen Pu stocker et so nom Pu figure pu ale acheter so commission jour Mercredi et Samedi. Ene Gouvernement IRRESPONSABLE,0
"Angela Schievic
Et c'est un véritable égoiste tout comme ce gouvernement à la con",0
Dia to mama dn li fess,0
Ene cadeaux pu li,0
Chatwa pou soucer mm. Dir merci docter gajadur ki p ggn tracas lepep dan le sense propre,0
Quand fini souce so lipieds souce so deux boule,0
Marie Dominique Mooneyen dom?,0
Corine Janson désolé quand je trouve des chatwa comme celui la,0
"SELMAN ZOTT FINN FROD
PROTOKOL SANITERE....ENN DELEGATION RENTE DAN PEI MAIS POU ZOTT PENA 40ENN........",0
"This is really irresponsible
U can't announce that lock down for tomorrow 6 am
Think people who didn't have the money to improvise/ shame?
Yesterday don't panic
Today lock down
Jagatpal incompetence",0
Li ene dernier falousorma dans minis sa likisorma la..geut ki lheur li vinn dire lepep pu ena lockdown demain 6hr gramatin..malediction malheureux lor toi grandpilon..lepep neplis envi truv toi ni tend toi ta kkliki to pas comprend bez fess aler,0
"Pinocchio pa ti dire covid free aster ki li pou dire, nou pou dire li lev to paké alle ta pinocchio",0
"Le Covid-19 vous a ravagé le cerveau ou quoi??? Li ti éna pou ouvert so gro liki dir ça deux jours avant. Mais lin faire ça par méchanceté comme l'année dernière. Si lin donn ou enn stock bourrés, au moins éna un minimum de respect pou dimoun ki péna ou chance mauvais pilon.",0
Nous tous bizin felicite pravind ki line reussi leve so paké pou vin dire ene zafer ki nu ti dja coner mais sans okun provision! 🤪🤪,0
Li prend des heures avant li annonce sa et le peuple la so nécessité côté situé does he even care le nigaud,0
2em bateau dn beze et pa bliet en sall cinema atraver ile covid-19 numero 2 pa rest buk billet pu al get film la 😅😂😂 bravo en 1 ans lin resi tir 4 meilleur film producteur number 1 sa LEPEP 👏👏👏👏👏👏👏,0
Dir pm si li kone boussou...,0
Beyoncé Hans Brune oui li kne sa plis ki nu tou li akoze sa kantiter bouson lin gagner la li gagne award bouson li,0
Goolamsing Mitch net m dir toi..en mm temps li pas entord..piqûre covid la ki fer sa🤣,0
Beyoncé Hans Brune hahaha moi mo pa pou kpv fr sa moi mo ena prblm cardiac moi,0
Mort a toi pravin.,0
Pm paye sa bne dimoune ki creer fake profile pou kos kk..mais piss r zot pas prend conte..c bne rodeur boute ki rode role..🤣🤣🤣,0
Beyoncé Hans Brune wai ban chatwa sa zot kasiet derier fake profile zot comments zot peur zot fess pu met zot vrai nom ban chatwa la,0
Bien dir Sameer Oozeer pm p fan kk.. Chatwa pur trouv sa bon li,0
"Scientifiquement parlant. Tout ti pe déroule normal. Rose hill et quatre bonne zordi, colle collé ti été. Mem zafer dans bus.
Pas nek grand bassin ki risquant. Partout dans île.
Alor, . Zot hypocrite lor zafer grand bassin, quel manque education",0
Ta gueule,0
Joker!,0
"Ahbons la santer lepep avan, deman to pm cmbien ventilators covid ena pou sove ban dimuone ki pou bien bizin",0
Pena pour remercie sa. Li obligez fer sa au contraire li fine trop tardez mem. Et apres tous so devoir sa.,0
Pep p dire e redire Cel solution Bizin Boure sa Guvernema Incompétent e so Premier Ministre ki pena l'étoffe d'un Premier Ministre Bizin Boure zot Dehors pli VITE c n Soy pour l'ile Maurice,0
Yes indeed.,0
Missiè Lucas Hunt!!!! To Premier Ministre pena un p la honte dans so F pou vinn devoiler kuma sa finn fanè!!! Li coz jusre 2 mins apres li sauvè!,0
Ta bouss to liki ar to PM kan certain ti p coz lock down semaine dernier certain minis ti p vin dir fake news pa fir panic buying ala resilta zordi,0
Dario Vencamah oui aster li vine dir sa asoir pou lan demain sa osi fodè line ggne bcp presion pou li vine dr sa snn li les population Mort mem li,0
Ti Beline Aubert a coz sa mem jamais zot kpav bez dimoun lor fake news parseki zot coner ban dimoun la p coz la veriter tandi ki dan gouvernma certain p vin couyonn les peuple c zot ki p donn fake news,0
"Zotte Pas Ouler Comprend
Leve Pake Ale Bane Incompetent",0
SHUT YOUR THE FK UP STUPID CHATWA 😤 🙄,0
Dr to PM kifr li pa ti met bne cki ti voyazE ine vine moris la dn quarantaine...aprE la sanT population avn tou eta met kk dn dipin to mnzE do,0
Gregory Lou,0
Gregory Lou,0
